"filename", "language", "YAML", "TypeScript", "Handlebars", "JSON with Comments", "JavaScript", "JSON", "Docker", "Markdown", "TypeScript JSX", "XML", "MS SQL", "CSS", "Ignore", "comment", "blank", "total"
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/login/login-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 1, 13, 118
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/middlewares/auth-middleware.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 26
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/middlewares/unauth-middleware.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 17
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/reset-password/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/reset-password/reset-password-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 12, 108
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/signup/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/signup/signup-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 1, 13, 129
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/ui/form/change-password-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 10, 103
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/utils/is-auth.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/verify-email/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 6, 37
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/editor/api/document.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/editor/api/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/editor/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/editor/ui/editor-boundary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 1, 20, 91
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/editor/ui/editor-container.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 6, 18
